Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
SOCIEDAD,DE,TRANSPORTES,ARRIAGADA,SPA,2025-07-24,,
75561,LEONORA,MONARES,ARCE,SALUD,EIRL,2025-07-24,
75562,SERVICIOS,MECANICOS,SUMAQ,SPA,2025-07-24,,
75563,CAPITOL,TRAINING,SPA,2025-07-24,,,
75564,BOSSER,SISTEMAS,HIDROTECNOLOGICOS,SPA,2025-07-24,,
75565,ST,LABORATORIOS,REY,SPA,2025-07-24,,
75566,LABORATORIOS,CLÍNICOS,IMATEC,SPA,2025-07-24,,
75567,INVERSIONES,GENERAL,SPA,2025-07-24,,,
75568,TRANSPORTE,JOSE,ROBERTO,MARTINEZ,GARCIA,SPA,2025-07-24
75569,SERVICIOS,"AMBIENTALES,",ARRIENDO,DE,BAÑOS,QUIMICOS,2025-07-24
78.112.121-,CONSTRUCTORA,JUAN,ESTEBAN,FUENTES,VILLALOBOS,E.I.R.,
75571,MATA,MU'A,SPA,2025-07-24,,,
