Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
63580,SOCIEDAD,COMERCIAL,,,,
63581,77.102.292-8,SERVIAGRO,JR,SPA,2025-07-24,
JUAN,PABLO,DE,LA,HOZ,,
63582,76.553.552-2,VARGAS,VIA,STREAMING,2025-07-24,
63583,77.094.384-1,DATAGEO,SPA,2025-07-24,,
63584,77.008.670-1,PORTILLO,S.A,2025-07-24,,
FÁBRICA,DE,CECINAS,LA,,,
63585,77.013.491-9,2025-07-24,,,,
63586,77.276.838-9,2025-07-24,,,,
63587,77.091.493-0,AQUILES,SPA,2025-07-24,,
63588,76.039.279-0,CAPACITACION,ORION,2025-07-24,,
63589,77.013.500-1,2025-07-24,,,,
AQUA,CALIDAD,DEL,,,,
63590,79.833.180-9,2025-07-24,,,,
