Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
103223,TRANSPORTES,BAKER,,,,
103224,76.494.362-7,SYS,IMPORT,LTDA.,2025-07-24,
103225,76.495.416-5,Nueva,Santa,Catalina,S.A.,2025-07-24
103226,76.495.742-3,PRODUCTOS,Y,2025-07-24,,
SERVICIOS,ALL,TEST,,,,
103227,76.496.307-5,J&P,ASOSICADOS,LTDA,2025-07-24,
venta,y,servicio,oliva,,,
103228,76.496.479-9,2025-07-24,,,,
fernandez,sofia,estela,E.I.,,,
SATTVA,OTEC,PAULINA,,,,
103229,76.496.833-6,MARTINEZ,MALDONADO,2025-07-24,,
SOCIEDAD,DE,SERVICIOS,,,,
PARA,LA,CONSTRUCCIÓN,,,,
103230,76.496.984-7,Y,OTROS,SERVICIOS,2025-07-24,
GENERALES,GE,&,SE,,,
CONSTRUCTORA,S,&,V,,,
103231,76.497.549-9,2025-07-24,,,,
103232,76.497.908-7,PLAY,CHILE,SPA,2025-07-24,
103233,76.499.211-3,TOPMEDIC,SPA,2025-07-24,,
