Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
SAAM,SOLUCIONES,Y,,,,
78.111.106-6,SERVICIOS,DE,2025-07-24,,,
86145,78.037.018-1,2025-07-24,,,,
86146,78.061.355-6,AQUATERRAX,SPA,2025-07-24,,
86147,78.111.542-8,2025-07-24,,,,
86148,78.065.126-1,CONSTRUCTORA,ALMIC,2025-07-24,,
DMP,CONSULTORÍA,Y,,,,
86149,78.061.641-5,2025-07-24,,,,
86150,77.600.914-8,2025-07-24,,,,
VALENZUELA,SOTO,E.I.R.,,,,
86151,78.112.144-4,NEIL,EL,RUISEÑOR,SPA,2025-07-24
86152,78.000.806-7,AYMARA,BUILDERS,SPA,2025-07-24,
86153,78.061.872-8,COMERCIAL,SAIR,SPA,2025-07-24,
86154,78.112.882-1,MARGA,MARGA,TV,SPA,2025-07-24
