Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
104767,CONFECCIÓN,Y,GRÁFICA,,,,
ARIEL,CABEZAS,E.I.R.L.,,,,,
TMT,GEOLOGÍA,E,,,,,
104768,77.352.932-9,2025-07-24,,,,,
104769,77.354.272-4,2025-07-24,,,,,
104770,77.354.301-1,EMPORIO,GUSTIN,SPA,2025-07-24,,
104771,77.354.688-6,CONSTRUREP,SPA,2025-07-24,,,
104772,77.354.884-6,APANIO,SPA,2025-07-24,,,
104773,77.355.276-2,INVERSIONES,G,Y,F,SPA,2025-07-24
104774,77.355.687-3,PAIVES,SPA,2025-07-24,,,
104775,77.356.375-6,2025-07-24,,,,,
EVENTOS,HITO,CERO,SPA,,,,
104776,77.356.841-3,2025-07-24,,,,,
104777,77.356.925-8,2025-07-24,,,,,
