Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
Novofarma,Service,S.A.,-,,,
92168,77.347.428-1,2025-07-24,,,,
REGIONAL,EXPRESS,SPA,,,,
92169,77.328.349-4,PREBSER,SPA,2025-07-24,,
92170,9.809.011-8,2025-07-24,,,,
92171,83.862.100-7,2025-07-24,,,,
92172,96.948.520-6,PARA,LA,AGRICULTURA,2025-07-24,
SUSTENTABLE,ITAS,S,A,,,
92173,77.348.489-9,ESPACIO,DE,ARTES,SPA,2025-07-24
92174,96.963.440-6,NUEVOSUR,S.A.,2025-07-24,,
92175,96.725.460-6,Kuden,S.A.,2025-07-24,,
SOC,CONSULTORA,EXPRO,,,,
92176,96.972.750-1,2025-07-24,,,,
92177,77.329.593-K,CONSTRUCCION,J,&,M,2025-07-24
