Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
94975,CONFECCIONES,JAVIERA,,,,
IGNACIA,BOZZO,E.I.R.L.,,,,
RIO,CLARO,INGENIERIA,,,,
94976,77.730.671-5,2025-07-24,,,,
94977,78.012.341-9,ALL,IN,ONE,SPA,2025-07-24
94978,78.012.423-7,2025-07-24,,,,
94979,77.730.755-K,2025-07-24,,,,
94980,78.012.659-0,2025-07-24,,,,
94981,78.013.121-7,2025-07-24,,,,
PURÍSIMA,DE,LO,,,,
94982,77.730.950-1,CAPACITACION,2025-07-24,,,
94983,78.013.318-K,PULSO,FRACTAL,SPA,2025-07-24,
CENTRO,MEDICO,DEL,,,,
94984,77.731.177-8,2025-07-24,,,,
94985,78.013.554-9,PROMOVER,SPA,2025-07-24,,
