Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.347.583-0,COMERCIAL,CERRO,ALEGRE,SPA,2025-07-24,,
71361,77.932.397-8,PUNTO,LIBRE,SPA,2025-07-24,,
RADIO,LAGO,RANCO,"FM,",SELMA,HERMINIA,RIOS,
71362,76.915.292-K,2025-07-24,,,,,
71363,76.921.282-5,FRUTOS,DEL,PAIS,SPA,2025-07-24,
71364,77.634.786-8,HITS,CORREDORA,DE,SEGUROS,SPA,2025-07-24
71365,77.932.447-8,DKORANDO,SPA,2025-07-24,,,
71366,77.336.877-5,INVERSIONES,FREEZELAND,SPA,2025-07-24,,
71367,76.915.555-4,COMERCIAL,CEM,SPA,2025-07-24,,
COMERCIAL,JUAN,ENRIQUE,NAVARRO,VARNET,E.,,
71368,76.922.519-6,2025-07-24,,,,,
71369,76.732.930-K,SOCIEDAD,ACEVAL,SALINAS,LIMITADA,2025-07-24,
71370,77.439.799-K,LA,COTUFA,SPA,2025-07-24,,
71371,77.932.450-8,COMERCIAL,AGRO,GOLF,LIMITADA,2025-07-24,
