Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
68154,SERVICIOS,INTEGRALES,,,
68155,77.273.238-4,HORMIHOME,SPA,2025-07-24,
68156,77.169.296-6,2025-07-24,,,
VARGAS,&amp;,MONETA,,,
68157,77.195.522-3,2025-07-24,,,
DEFENSA,PENAL,SPA,,,
68158,77.307.088-1,SYNAPSYS,SPA,2025-07-24,
68159,77.294.941-3,IMPORTADORA,SEM,SPA,2025-07-24
68160,76.211.783-5,TACTICA,CONSULTORES,2025-07-24,
68161,77.815.143-K,DAVEY,SPA,2025-07-24,
EMPRESA,DE,MARKETING,,,
68162,77.171.205-3,2025-07-24,,,
TREND,MEDIA,SPA,,,
"Asesoría,",Consultoría,y,,,
68163,76.212.151-4,2025-07-24,,,
Capacitación,allan,Rainer,,,
B,&amp;,P,SOLUCIONES,,
68164,76.781.666-9,MECÁNICAS,E,2025-07-24,
68165,77.308.677-K,ANESTECA,SPA,2025-07-24,
