Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.394.894-3,TVMAULINOS,LIMITADA,2025-07-24,,,,
72137,77.474.407-K,CLIMA,EN,TU,CASA,SPA,2025-07-24
72138,77.496.923-3,2025-07-24,,,,,
72139,77.658.796-6,2025-07-24,,,,,
72140,77.419.282-4,EDC,SERVICIOS,SPA,2025-07-24,,
72141,76.942.004-5,PROCAR,SPA,2025-07-24,,,
72142,77.962.568-0,2025-07-24,,,,,
FULMEN,ELECTRICIDAD,Y,,,,,
72143,77.379.847-8,2025-07-24,,,,,
72144,77.420.406-7,VECTOR,FARO,SPA,2025-07-24,,
72145,77.475.681-7,DOÑA,AGUSTINA,SPA,2025-07-24,,
72146,77.962.743-8,INNCODE,SPA,2025-07-24,,,
72147,77.497.601-9,SUMAB,SPA,2025-07-24,,,
