Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
101943,Construplaza,Ausin,Hnos,,,,
101944,81.362.400-1,INSTITUTO,ALEMAN,2025-07-24,,,
101945,81.380.500-6,2025-07-24,,,,,
101946,81.472.500-6,ROTARY,CLUB,SANTIAGO,2025-07-24,,
101947,81.590.300-5,CLUB,NAVAL,2025-07-24,,,
SCHWARZE,Y,BERNABE,,,,,
101948,81.703.600-7,2025-07-24,,,,,
101949,81.956.400-0,WARD,VAN,LINES,S,A,2025-07-24
101950,82.321.000-0,BANADOS,Y,CIA,S,A,2025-07-24
CORP,IGLESIA,DE,LOS,,,,
101951,82.745.300-5,ADVENTISTAS,DEL,2025-07-24,,,
COOP,DEL,PERSONAL,DE,,,,
101952,82.878.900-7,LA,UNIVERSIDAD,DE,2025-07-24,,
101953,82.999.400-3,ROCHE,CHILE,LIMITADA,2025-07-24,,
