Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
Norma,Bahamonde,cafe,,,,
76.318.476-5,restaurant,palafitos,brisas,2025-07-24,,
63825,77.111.381-8,Hernández,compra,venta,y,2025-07-24
COMPGEO,SERVICIOS,DE,,,,
63826,77.287.354-9,GEOMENSURAS,Y,OTROS,2025-07-24,
DOCTOR,JORGE,PENA,Y,,,
63827,77.624.320-5,2025-07-24,,,,
63828,76.318.755-1,2025-07-24,,,,
63829,77.113.017-8,METALOGISTICS,2025-07-24,,,
63830,77.287.705-6,MARKETING,MOBILE,SPA,2025-07-24,
63831,77.100.591-8,2025-07-24,,,,
63832,77.624.559-3,TERRESTRE,CLAUDIO,2025-07-24,,
HERNÁNDEZ,MACIAS,E.I.,,,,
Pablo,Nuñez,Diseño,,,,
63833,76.318.897-3,"Industrial,",Arquitectura,y,2025-07-24,
