Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.256.646-8,ALL,MOTORS,SPA,2025-07-24,,,
67758,96.920.180-1,2025-07-24,,,,,
67759,76.518.515-7,Gº100,ARQUITECTOS,SPA,2025-07-24,,
67760,77.796.732-0,2025-07-24,,,,,
67761,77.187.596-3,FLIP-CLASS,SPA,2025-07-24,,,
DOMO,PUBLICIDAD,Y,,,,,
67762,76.194.749-4,PRODUCCIONES,2025-07-24,,,,
67763,77.268.911-K,MAFAL,ASOCIADOS,SPA,2025-07-24,,
67764,77.188.535-7,BIT,SYSTEMS,SPA,2025-07-24,,
67765,76.763.802-7,HERRMANN,FILMS,SPA,2025-07-24,,
67766,76.518.641-2,2025-07-24,,,,,
67767,77.271.473-4,TRANSPORTES,F,Y,M,SPA,2025-07-24
