Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77394,PRODUCTORA,DE,EVENTOS,,,
OASIS,BLACK,SPA,,,,
77395,77.732.254-0,2025-07-24,,,,
MEDICOS,SERMED,LIMITADA,,,,
77396,77.024.515-K,TI,BUSSINES,2025-07-24,,
77397,76.653.419-8,CONSTRUCCIÓN,CLAUDIA,2025-07-24,,
SÁNCHEZ,Y,MELLA,,,,
77398,78.204.879-1,INGENIERÍA,Y,PROYECTOS,2025-07-24,
SOCIEDAD,COMERCIAL,PONCE,,,,
77399,77.732.883-2,2025-07-24,,,,
AGUILAR,Y,TORRES,,,,
77400,77.649.006-7,2025-07-24,,,,
77401,77.679.175-K,2025-07-24,,,,
INGENIERÍA,Y,CONSTRUCCIÓN,,,,
77402,77.107.683-1,2025-07-24,,,,
77403,77.734.007-7,ARBOL,DE,VIDA,SPA,2025-07-24
77404,78.204.930-5,Espinoza,Hermanos,Limitada,2025-07-24,
