Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
ARTISTICA,JK,SPA,,,
56411,78.153.444-7,SERVICIOS,ALTO,DEL,2025-07-24
56412,76.406.168-3,Qualitas,Consulting,2025-07-24,
56413,76.807.376-7,palametal,Spa,2025-07-24,
56414,78.154.441-8,PAVICORP,SPA,2025-07-24,
56415,76.754.000-0,2025-07-24,,,
56416,77.040.288-3,2025-07-24,,,
56417,76.734.119-9,LEGAL,PHARMA,SPA,2025-07-24
SOC,MEDICA,DIALITICA,,,
56418,78.154.520-1,2025-07-24,,,
56419,78.015.607-4,2025-07-24,,,
SILVA,Y,VEGA,LIMITADA,,
56420,76.807.786-K,2025-07-24,,,
