Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
74917,SERVICIOS,DE,CAFETERIA,,,
GALO,PEREZ,GOMEZ,E.I.R.L.,,,
74918,78.084.445-0,SUMO,TRANSPORTES,SPA,2025-07-24,
EMPRESA,DE,SUMINISTRO,DE,,,
PERSONAL,RENE,DEL,,,,
74919,77.057.641-5,2025-07-24,,,,
74920,76.902.267-8,EMPRESA,ISM,SPA,2025-07-24,
74921,76.514.040-4,Servicios,Informáticos,e,2025-07-24,
74922,78.084.811-1,ALEJANDRO,RAMIREZ,2025-07-24,,
COMERCIAL,SANTA,SOFIA,,,,
74923,77.589.563-2,2025-07-24,,,,
ALUMINIOS,IVAN,SANABRIA,,,,
74924,76.903.147-2,2025-07-24,,,,
74925,77.548.416-0,MODULARPANELSIP,SPA,2025-07-24,,
74926,77.545.199-8,COMERCIAL,FERROCON,SPA,2025-07-24,
74927,78.085.327-1,NATIONAL,PAPER,SPA,2025-07-24,
