Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
67151,distribuidora,pec,elizabeth,,,
67152,77.228.537-K,2025-07-24,,,,
67153,77.766.487-5,AQUAJET,SPA,2025-07-24,,
67154,76.744.979-8,2025-07-24,,,,
67155,77.148.901-K,2025-07-24,,,,
67156,93.135.000-5,LABORATORIO,BAGO,2025-07-24,,
67157,77.767.252-5,SUPREME,STORE,SPA,2025-07-24,
67158,76.745.251-9,VALTE,SPA,2025-07-24,,
67159,77.159.294-5,ANTONIO,VARGAS,2025-07-24,,
Sociedad,Ingeniería,y,,,,
67160,77.228.801-8,Construcción,Gonzalez,2025-07-24,,
67161,76.745.303-5,SERVED,SPA,2025-07-24,,
