Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.174.923-2,TOOLS,MACHINNE,SPA,2025-07-24,,,
89188,84.673.600-K,2025-07-24,,,,,
89189,77.126.949-4,COMERCIALIZADORA,2025-07-24,,,,
89190,78.176.787-5,SAITO,INGENIERIA,SPA,2025-07-24,,
89191,78.726.790-4,ABELEC,LTDA,2025-07-24,,,
89192,77.127.125-1,3CLICS,SPA,2025-07-24,,,
89193,78.150.307-K,VEN,A,CAPACITARTE,SPA,2025-07-24,
89194,77.176.556-4,H,Y,V,SERVICIOS,SPA,2025-07-24
89195,77.715.542-3,2025-07-24,,,,,
89196,77.127.645-8,2025-07-24,,,,,
89197,79.567.420-9,INDUMOTORA,ONE,S.A.,2025-07-24,,
89198,77.177.059-2,GRUPO,370°,SPA,2025-07-24,,
