Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
82452,78.020.105-3,2025-07-24,,,,,
EVENTOS,KITEING,SPA,,,,,
82453,77.944.407-4,LA,FRANCIA,SPA,2025-07-24,,
82454,77.938.689-9,BANQUETERIA,LORENA,2025-07-24,,,
MOYA,PEÑA,E.I.R.L.,,,,,
82455,77.896.449-K,2025-07-24,,,,,
82456,77.856.140-9,2025-07-24,,,,,
82457,77.898.429-6,R,M,I,SOUTHAM,SPA,2025-07-24
82458,77.883.083-3,GOODLUCKY,SPA,2025-07-24,,,
MATIAS,ROZAS,GÓMEZ,,,,,
82459,77.368.588-6,INGENIERÍA,ELÉCTRICA,E.,2025-07-24,,
82460,77.896.579-8,EL,RINCÓN,DE,VIVI,SPA,2025-07-24
82461,77.883.225-9,CAPACITACIÓN,2025-07-24,,,,
