Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.013.442-9,CONSTRUCCIÓN,W-MGS,2025-07-24,,,
INSUMOS,MÉDICOS,Y,,,,
106132,78.013.466-6,ASEOS,VARIOS,SERGIO,2025-07-24,
106133,78.013.715-0,2025-07-24,,,,
106134,78.013.814-9,PROWELD,SPA,2025-07-24,,
106135,78.014.422-K,SERVICIOS,CADALYS,SPA,2025-07-24,
IMPORTADORA,DE,ROPA,,,,
106136,78.014.739-3,Y,ARTICULOS,2025-07-24,,
CIVILES,Y,SERVICIOS,,,,
106137,78.015.538-8,2025-07-24,,,,
Y,REYES,LIMITADA,,,,
106138,78.015.888-3,ANDREA,ROLDÁN,M.,SPA,2025-07-24
106139,78.016.121-3,2025-07-24,,,,
SERVICIOS,507,SPA,,,,
106140,78.016.283-K,AXC,SOLUCIONES,SPA,2025-07-24,
106141,78.016.434-4,KSDE,INVERSIONES,SPA,2025-07-24,
