Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
85328,SOCIEDAD,COMERCIAL,,,,,
FULL,BGA,SPA,,,,,
85329,78.078.429-6,CLIMATIZACIÓN,PABLO,2025-07-24,,,
85330,77.969.625-1,2025-07-24,,,,,
85331,78.025.098-4,LOGISTICA,IMACK,SPA,2025-07-24,,
85332,76.987.752-5,2025-07-24,,,,,
85333,78.169.284-0,DEVNIA,SPA,2025-07-24,,,
85334,77.565.890-8,Net,Group,-,Chile,Ltda.,2025-07-24
COMERCIAL,BELA,MOZA,,,,,
85335,78.078.483-0,2025-07-24,,,,,
CENTRALES,DE,BOMBEO,,,,,
85336,77.999.696-4,2025-07-24,,,,,
85337,78.027.067-5,ACCIÓNSUR,SPA,2025-07-24,,,
85338,78.078.743-0,2025-07-24,,,,,
