Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.858.295-3,ARMIJO'S,SPA,2025-07-24,,,
82561,77.947.545-K,JUGAR,ES,CRECER,SPA,2025-07-24
RCA,CONSTRUCCION,E,,,,
82562,77.858.425-5,2025-07-24,,,,
82563,77.903.471-2,GREENBYTE,SPA,2025-07-24,,
82564,78.026.917-0,INNOVACION,PATRICIA,2025-07-24,,
GONZALEZ,TORO,E.I.R.L.,,,,
82565,77.374.038-0,ECO,TRANSFER,LIMITADA,2025-07-24,
82566,77.890.370-9,MITANI,HOLDING,SPA,2025-07-24,
EURO,WELDING,CHILE,,,,
82567,78.027.311-9,2025-07-24,,,,
CONSTRUCTORA,RIOS,II,,,,
82568,77.944.745-6,2025-07-24,,,,
82569,77.891.222-8,INOMET,SPA,2025-07-24,,
82570,77.947.767-3,CARS,DETAILING,SPA,2025-07-24,
