Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
IMPRESIONES,Y,PUBLICIDAD,,,,,
77.916.756-9,DIGITAL,EUGENIO,FELIPE,2025-07-24,,,
MONSALVE,ALVAREZ,E.I.R.L.,,,,,
98314,77.917.228-7,ARSA,INGENIERIA,SPA,2025-07-24,,
98315,77.917.754-8,APLICACIONES,E,2025-07-24,,,
98316,77.918.455-2,RIVERA,SPA,2025-07-24,,,
SOC,COMECIAL,HOTELERA,,,,,
98317,78.856.110-5,2025-07-24,,,,,
98318,77.918.654-7,2025-07-24,,,,,
98319,77.919.943-6,NEUROTD,SPA,2025-07-24,,,
98320,77.920.389-1,ESPINOZA,VERDEZOTO,SPA,2025-07-24,,
GMB,CORREDORA,DE,,,,,
98321,77.920.514-2,2025-07-24,,,,,
98322,77.920.634-3,LA,CORRE,Y,VUELA,SPA,2025-07-24
