Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.735.922-3,KZEN-VCH,SPA,2025-07-24,,
79217,77.808.063-K,RESCATANDO.ME,LIMITADA,2025-07-24,
INSIGNIA,CONSTRUCCIÓN,Y,,,
79218,77.168.881-0,2025-07-24,,,
79219,77.819.166-0,2025-07-24,,,
CUBRIENDO,ESPACIOS,SPA,,,
79220,77.698.912-6,2025-07-24,,,
JARED,BRAVO,SUAREZ,,,
79221,77.168.888-8,2025-07-24,,,
EMPRESA,INDIVIDUAL,DE,,,
79222,76.746.452-5,FUMISERV,SPA,2025-07-24,
79223,77.735.941-K,THERAMART,SPA,2025-07-24,
HEFESTOS,INGENIERÍA,Y,,,
79224,77.168.992-2,2025-07-24,,,
79225,77.762.159-9,CARDENAS,CARDENAS,SPA,2025-07-24
79226,77.736.436-7,2025-07-24,,,
H,&,A,LIMITADA,,
