Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.749.207-1,PASAJEROS,Y,STUDIOS,D,Y,B,2025-07-24
77854,76.682.886-8,2025-07-24,,,,,
SMM,SERVICIOS,Y,,,,,
77855,77.635.419-8,2025-07-24,,,,,
77856,77.750.865-2,VENTANAS,LARMAHUE,SPA,2025-07-24,,
77857,77.127.076-K,2025-07-24,,,,,
PROYECTOS,S&S,SPA,,,,,
77858,77.672.755-5,CRADESIGN,SPA,2025-07-24,,,
BANQUETERIA,Y,COFFE,,,,,
77859,76.684.268-2,2025-07-24,,,,,
BREAK,SUNGREEN,LIMITADA,,,,,
77860,77.751.007-K,METALÚRGICA,AMI,SPA,2025-07-24,,
SOC,MANUFACTURA,Y,,,,,
77861,78.937.950-5,2025-07-24,,,,,
77862,77.154.896-2,2025-07-24,,,,,
77863,77.635.923-8,BEESOL,SPA,2025-07-24,,,
