Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.074.292-5,AYH,SPA,2025-07-24,,,,
53209,76.901.761-5,2025-07-24,,,,,
53210,77.930.403-5,2025-07-24,,,,,
BELTRAN,GONZALEZ,SPA,,,,,
53211,76.070.375-3,2025-07-24,,,,,
53212,76.629.420-0,2025-07-24,,,,,
COMERCIAL,M,Y,C,,,,
53213,77.930.436-1,2025-07-24,,,,,
53214,76.693.362-9,DUFOUR,FORGE,SPA,2025-07-24,,
53215,76.070.439-3,2025-07-24,,,,,
53216,77.931.501-0,2025-07-24,,,,,
J,D,SPA,,,,,
INVERSIONES,DEL,VALLE,,,,,
53217,78.074.448-0,2025-07-24,,,,,
53218,76.655.919-0,Carol,peña,y,cia,ltda,2025-07-24
