Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.558.644-3,PIEDRA,DE,BONETE,SPA,2025-07-24,
73490,77.437.718-2,ODONTOACTUAL,SPA,2025-07-24,,
73491,77.485.189-5,QANYX,SPA,2025-07-24,,
LILIAN,ANDREA,HUINCA,,,,
73492,77.539.556-7,2025-07-24,,,,
SOC,MO,INGENIERIA,Y,CIA,,
73493,76.835.840-0,2025-07-24,,,,
73494,77.565.656-5,PAGA,DIGITAL,SPA,2025-07-24,
73495,77.006.742-1,2025-07-24,,,,
INTEGRAL,SERVICES,SPA,,,,
73496,78.018.015-3,DOMATECH,SPA,2025-07-24,,
73497,77.718.735-K,2025-07-24,,,,
73498,76.836.065-0,ENPYME,WEB,SPA,2025-07-24,
73499,77.566.099-6,SILIPRODUCCIONES,SPA,2025-07-24,,
73500,77.485.373-1,SOCIEDAD,CAVA,SPA,2025-07-24,
