Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.767.442-0,SYK,AUTOMOTRIZ,SPA,2025-07-24,
DROGUETT,&,RABY,,,
79929,77.832.610-8,INGENIERIA,Y,SERVICIOS,2025-07-24
79930,76.775.587-2,SERVICIOS,CHRISTIAN,ROCK,2025-07-24
LEIVA,MARTINEZ,E.I.R.L.,,,
79931,87.606.800-1,MALBEC,S.A,2025-07-24,
79932,77.767.574-5,EMAX,SEGURIDAD,SPA,2025-07-24
79933,77.846.484-5,CONSTRUCCION,ALMASUR,2025-07-24,
79934,77.792.808-2,2025-07-24,,,
79935,77.768.108-7,2025-07-24,,,
CHILE,DSD,SPA,,,
79936,77.846.496-9,MENTORES,AGILES,SPA,2025-07-24
79937,77.735.482-5,ENTRETENIMIENTOS,DON,2025-07-24,
79938,77.793.660-3,FUMIAGRO,LIMITADA,2025-07-24,
