Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
96.937.250-9,EULEN,SEGURIDAD,S,A,2025-07-24,
93035,96.691.330-4,DICTUC,S.A.,2025-07-24,,
MORI,MARKET,OPINION,,,,
93036,96.705.470-4,2025-07-24,,,,
93037,96.729.820-4,ECOSER,SPA,2025-07-24,,
93038,96.941.290-K,SUSTENTABLE,S.A,2025-07-24,,
93039,77.431.312-5,2025-07-24,,,,
METALICAS,DAVID,SPA,,,,
COMPRA,Y,VENTA,DE,,,
93040,77.431.941-7,2025-07-24,,,,
INFORMÁTICO,Y,OTROS,,,,
CÉSAR,COFRÉ,E.I.R.L.,,,,
FABRICA,DE,ALIMENTOS,,,,
93041,77.436.956-2,2025-07-24,,,,
93042,96.755.590-8,TERRASERVICE,S.A.,2025-07-24,,
93043,77.432.734-7,2025-07-24,,,,
IRON,MOUNTAIN,CHILE,S,,,
93044,96.756.680-2,2025-07-24,,,,
