Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.199.557-8,WINTERMIK,SPA,2025-07-24,,
66089,76.691.634-1,"restauracion,",2025-07-24,,
fabrica,de,ventanas,,,
66090,77.181.829-3,2025-07-24,,,
66091,76.748.943-9,OH-PROTRUST,SPA,2025-07-24,
66092,76.129.059-2,FRIGORÍFICOS,SANTIAGO,2025-07-24,
66093,77.199.570-5,GP,CONSULTORES,LTDA,2025-07-24
66094,76.691.704-6,2025-07-24,,,
66095,77.727.259-4,2025-07-24,,,
66096,76.129.259-5,2025-07-24,,,
66097,77.391.586-5,MANUFACTURERA,Y,2025-07-24,
COMERCIAL,NAVSA,SPA,,,
CRISTIAN,RENE,REYES,,,
