Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
INGENIERÍA,FERNANDO,JOSÉ,,,,
PÉREZ,CHANIQUE,EIRL,,,,
PRODUCCIONES,VICTOR,FOHL,E.I.R.,,,
48972,76.730.628-8,2025-07-24,,,,
ASESORÍA,ESR,INGENIERÍA,Y,,,
48973,77.801.806-3,2025-07-24,,,,
CONSTRUCCION,Y,SERVICIOS,,,,
48974,76.489.127-9,2025-07-24,,,,
SERVICIO,EDUCATIVO,MOVIL,,,,
48975,76.174.847-5,2025-07-24,,,,
CENTRO,CULTURAL,"""TEATRO",DEL,,,
48976,65.012.805-2,2025-07-24,,,,
48977,77.963.198-2,MOVE,FOR,NATURE,SPA,2025-07-24
48978,76.445.678-5,INTERVENCIONISTAS,2025-07-24,,,
DISTRIBUIDORA,LABBÉ,-,PÉREZ,,,
48979,77.159.057-8,2025-07-24,,,,
SOC,INGENIERIA,DE,SISTEMAS,,,
48980,77.963.470-1,INDUSTRIALES,Y,MEDIO,AMBIENTE,2025-07-24
Sociedad,de,inversiones,publicitarias,,,
48981,76.511.618-K,2025-07-24,,,,
