Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.791.690-6,ATEVIL,MECANICA,DIESEL,SA,2025-07-24,,
57898,76.879.641-6,AEME,SPA,2025-07-24,,,
57899,76.458.900-9,2025-07-24,,,,,
57900,76.459.119-4,CLSOLUCIONES,SPA,2025-07-24,,,
57901,76.059.308-7,2025-07-24,,,,,
F,&amp;,F,ELECTRONICA,,,,
57902,76.877.008-5,2025-07-24,,,,,
57903,76.879.968-7,INVERSIONES,O.,Y,S.,SPA,2025-07-24
FERRETERIA,Y,MATERIALES,,,,,
57904,78.853.220-2,DE,CONSTRUCCION,2025-07-24,,,
57905,76.060.777-0,2025-07-24,,,,,
SOCIEDAD,DE,GESTION,E,,,,
57906,78.047.617-6,2025-07-24,,,,,
INVERSIONES,JULFIOR,SPA,,,,,
SERVICIOS,MEDICOS,E,,,,,
57907,77.421.722-3,INVERSIONES,ESPINOZA,2025-07-24,,,
