Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.112.816-3,DONDE,MARTA,SPA,2025-07-24,,,
99238,96.959.870-1,B-Aron,Conseil,Chile,S.A.,2025-07-24,
99239,78.112.857-0,FULL,STOCK,SPA,2025-07-24,,
99240,96.973.190-8,CADETECH,S,A,2025-07-24,,
99241,78.113.338-8,FR,PARTNERS,SPA,2025-07-24,,
99242,96.986.070-8,PARACLINICS,S,A,2025-07-24,,
SOCIEDAD,COMERCIAL,DEL,SUR,,,,
99243,78.113.922-K,2025-07-24,,,,,
99244,96.997.190-9,TECNOLOGIA,Y,SERVICIOS,S,A,2025-07-24
99245,78.114.046-5,EL,TELAR,DECORACION,SPA,2025-07-24,
99246,78.114.068-6,N&Y,SPA,2025-07-24,,,
99247,78.114.479-7,EMPRESAS,ECOVETS,SPA,2025-07-24,,
