Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
95435,77.807.607-1,DOMÍNGUEZ,GAJARDO,2025-07-24,,
95436,78.120.289-4,VISION,STI,SPA,2025-07-24,
95437,77.807.684-5,GLOBALTER,SPA,2025-07-24,,
SOCIEDAD,DE,SERVICIOS,,,,
95438,77.807.873-2,2025-07-24,,,,
ACTION,NOW,LIMITADA,,,,
95439,78.120.579-6,RUTA,DEPORTIVA,SPA,2025-07-24,
95440,77.807.972-0,2025-07-24,,,,
95441,78.120.927-9,AMJSOFT,SPA,2025-07-24,,
COMERCIAL,BLUE,STAR,,,,
95442,77.808.106-7,2025-07-24,,,,
PINTO,MATA,DREAM,,,,
95443,77.808.607-7,2025-07-24,,,,
95444,78.121.436-1,IT,LIGENCE,SPA,2025-07-24,
