Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.947.398-K,TRANSPORTES,ECC,SPA,2025-07-24,,
RADAR,SEGURIDAD,Y,,,,
84316,78.024.893-9,SERVICIOS,GENERALES,2025-07-24,,
84317,78.113.324-8,2025-07-24,,,,
84318,77.935.585-3,2025-07-24,,,,
84319,77.936.512-3,RDC,SPA,2025-07-24,,
84320,77.974.439-6,2025-07-24,,,,
84321,77.982.374-1,CRANESIX,SPA,2025-07-24,,
84322,77.960.526-4,AMPLITUD,SPORT,SPA,2025-07-24,
84323,77.974.705-0,2025-07-24,,,,
84324,78.032.236-5,MACLO,SPA,2025-07-24,,
"RESEARCH,",IT,SERVICES,,,,
84325,77.960.846-8,AND,"ENGINEERING,",RISE,2025-07-24,
