Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
90871,COMUNICACION,Y,,,,
TELEFONIA,RURAL,S,A,,,
90872,77.214.628-0,FS,SPA,2025-07-24,,
90873,96.757.080-K,CGM,NUCLEAR,S,A,2025-07-24
90874,77.244.483-4,CONSULTORIA,2025-07-24,,,
SOC,DE,SERVICIOS,Y,,,
90875,96.765.920-7,2025-07-24,,,,
PASAJEROS,MENESES,Y,,,,
DIAZ,S,A,,,,
JPS,ASESORIA,Y,,,,
90876,77.244.577-6,2025-07-24,,,,
90877,96.766.640-8,2025-07-24,,,,
DE,PUERTO,MONTT,S.A.,,,
90878,77.245.043-5,2025-07-24,,,,
90879,77.311.738-1,2025-07-24,,,,
90880,8.475.936-8,2025-07-24,,,,
90881,77.312.048-K,2025-07-24,,,,
