Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.984.476-7,INGENIERÍA,Y,SERVICIOS,2025-07-24,,,
85187,77.558.097-6,2025-07-24,,,,,
CONSTRUCCION,DAF,SPA,,,,,
85188,77.993.538-8,2025-07-24,,,,,
SOCIEDAD,AGRICOLA,Y,,,,,
85189,76.984.736-7,TURISTICA,FAMILIA,2025-07-24,,,
85190,78.018.289-K,EL,GRITO,Y,PLATA,SPA,2025-07-24
85191,77.994.299-6,INTEGRAL,ARRIAGADA,2025-07-24,,,
85192,77.965.235-1,PROFESIONALES,2025-07-24,,,,
85193,77.558.451-3,INGENIERIA,DE,2025-07-24,,,
85194,78.075.740-K,2025-07-24,,,,,
85195,77.965.620-9,ALIMENTOS,ICB,FOOD,2025-07-24,,
85196,77.559.354-7,ACCIÓN,ACCESIBLE,SPA,2025-07-24,,
