Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
67916,EGO,CONSTRUCCIÓN,,,,
67917,77.806.705-6,2025-07-24,,,,
67918,76.201.049-6,2025-07-24,,,,
67919,77.467.078-5,2025-07-24,,,,
67920,77.196.523-7,2025-07-24,,,,
67921,77.185.858-9,CULTIVO,DESIERTO,SPA,2025-07-24,
67922,77.264.054-4,ZZ,PATAGONIA,SPA,2025-07-24,
67923,76.769.137-8,SERVICIOS,HERMANOS,2025-07-24,,
67924,76.522.722-4,QUALITY,ASSURANCE,2025-07-24,,
67925,77.806.741-2,FUNCION,PULMONAR,DEL,2025-07-24,
67926,96.958.250-3,P,M,S,A,2025-07-24
