Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
79717,RICARDO,VILLANUEVA,,,,
79718,77.761.855-5,DEA,SAFE,SPA,2025-07-24,
79719,77.771.711-1,HOGARES,REGINA,SPA,2025-07-24,
CONTRUCTORA,DIAZ,&amp;,,,,
79720,77.186.901-7,2025-07-24,,,,
79721,77.826.368-8,2025-07-24,,,,
ALCALDE,PINTO,E.I.R.L.,,,,
COMERCIAL,PARADA,Y,,,,
79722,83.970.000-8,2025-07-24,,,,
79723,77.773.065-7,ROILAB,SPA,2025-07-24,,
79724,77.187.316-2,AIRFLUX,SPA,2025-07-24,,
79725,77.782.071-0,BIMMANAGE,LIMITADA,2025-07-24,,
ORGANISMO,TÉCNICO,DE,,,,
79726,77.773.878-K,2025-07-24,,,,
JARA,&,CARRASCO,,,,
79727,77.924.031-2,2025-07-24,,,,
SERVICIOS,INTEGRALES,SPA,,,,
