Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
96.852.080-6,VARITEC,S,A,2025-07-24,
99214,96.873.090-8,NovafoodsSA,2025-07-24,,
99215,96.884.900-K,Hotel,Antofagasta,S.A.,2025-07-24
Hotelera,Aguas,Verdes,S.A.,-,Casa
99216,96.889.520-6,2025-07-24,,,
IMPORTADORA,Y,ARRENDADORA,,,
99217,96.900.610-3,2025-07-24,,,
DE,MAQUINARIAS,S,A,,
99218,96.905.120-6,LABORUM.COM,CHILE,S.A.,2025-07-24
AIRON,INGENIERIA,Y,CONTROL,,
99219,96.920.610-2,2025-07-24,,,
AMBIENTAL,S,A,,,
SERVICIOS,MEDICOS,TOBAR,,,
99220,78.109.490-0,2025-07-24,,,
99221,96.928.530-4,Comercial,Automotriz,S.A,2025-07-24
99222,96.929.830-9,GESTION,AMBIENTE,SA,2025-07-24
HABITERRA,ARQUITECTURA,Y,,,
99223,96.929.860-0,2025-07-24,,,
99224,78.109.604-0,INVERSIONES,ZENDA,SPA,2025-07-24
