Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
36407,EMPRESA,DE,PUBLICIDAD,,
36408,76.208.370-1,NANCY,2025-07-24,,
36409,77.434.872-7,2025-07-24,,,
36410,77.474.121-6,CAPACITACIÓN,SPARTAN,2025-07-24,
TRANSP,DE,PASAJEROS,Y,,
CARGA,Y,GANADERA,,,
36411,76.496.700-3,2025-07-24,,,
AQUILINO,SILVA,LOBOS,Y,,
LABORATORIO,DE,SUELO,Y,,
36412,76.496.825-5,2025-07-24,,,
PARA,CONTROL,DE,OBRAS,,
36413,76.496.837-9,M&G,2025-07-24,,
36414,77.434.955-3,BIOPLANT,SPA,2025-07-24,
36415,76.498.756-K,2025-07-24,,,
36416,77.474.901-2,2025-07-24,,,
INVERSIONES,BRINGIT,SPA,,,
36417,76.498.909-0,CARBONE,COMPANY,SPA,2025-07-24
