Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.753.520-8,Ferreteria,San,Pablo,2025-07-24,,,
99854,78.754.180-1,COMERCIAL,BAMIPAL,LIMITADA,2025-07-24,,
99855,78.773.420-0,PRESTACIONES,EN,SALUD,LTDA,2025-07-24,
99856,78.774.180-0,Soc.,Gastronomica,Altillo,Ltda.,2025-07-24,
SOC,RADIODIFUSORA,ALBORADA,,,,,
99857,78.775.990-4,2025-07-24,,,,,
SOC,FABRICA,DE,BOLSAS,,,,
99858,78.780.990-1,2025-07-24,,,,,
PLASTICAS,JUNAPLAS,LTDA,,,,,
99859,78.800.870-8,M,KAPLAN,Y,CIA,LTDA,2025-07-24
99860,78.813.720-6,SCHUSSLER,S,A,2025-07-24,,
SOC,INMOBILIARIA,Y,DE,,,,
99861,78.820.080-3,DESARROLLO,TURISTICO,2025-07-24,,,
MARTINEZ,Y,MARTINEZ,,,,,
99862,78.822.780-9,2025-07-24,,,,,
SOC,COMERCIAL,CONARIPE,,,,,
99863,78.828.690-2,2025-07-24,,,,,
99864,78.838.070-4,Healthstore,S.A.,2025-07-24,,,
