Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.248.835-1,SEGUTEC,SPA,2025-07-24,,,,
63012,76.525.494-9,2025-07-24,,,,,
63013,76.007.854-9,ALTAÑA,INGENIERÍA,SPA,2025-07-24,,
GRAFICA,DIGITAL,SAN,,,,,
63014,76.525.818-9,2025-07-24,,,,,
63015,77.072.013-3,2025-07-24,,,,,
63016,78.638.720-5,INDUSTRIAL,NAUTIGIFT,2025-07-24,,,
63017,77.073.165-8,PRODUCTORA,D,Y,D,SPA,2025-07-24
63018,77.011.246-K,INTEGRALNET,SPA,2025-07-24,,,
63019,77.072.347-7,2025-07-24,,,,,
63020,76.993.313-1,HIDROPROYEC,SPA,2025-07-24,,,
63021,76.277.789-4,OITEC,GEOTECNIA,LTDA.,2025-07-24,,
63022,78.659.380-8,2025-07-24,,,,,
