Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
85677,FABRICANTES,&,VENTAS,,,
85678,78.097.055-3,MARLUC,SPA,2025-07-24,,
85679,78.013.632-4,2025-07-24,,,,
85680,77.182.485-4,CITYLED,SPA,2025-07-24,,
85681,78.039.014-K,2025-07-24,,,,
COBQUECURA,CHILE,SPA,,,,
85682,77.182.818-3,REDMEDIA,SPA,2025-07-24,,
85683,78.090.484-4,ACCION,MUNDIAL,SPA,2025-07-24,
85684,78.014.179-4,2025-07-24,,,,
GOMAS,TECNICAS,CHILE,,,,
85685,78.090.770-3,2025-07-24,,,,
85686,77.579.312-0,CONSTRUCTORA,JVYC,2025-07-24,,
85687,78.039.327-0,VOLTAJED,SPA,2025-07-24,,
