Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
96.852.530-1,PRESTACIONES,2025-07-24,,,,,
AMBULATORIAS,S,A,,,,,
96860,77.989.525-4,URBINA,Y,MURÚA,SPA,2025-07-24,
96861,96.880.660-2,PIEZAS,Y,METALES,S,A,2025-07-24
ALZARI,CONSULTORÍA,Y,,,,,
96862,77.540.025-0,2025-07-24,,,,,
96863,96.885.900-5,2025-07-24,,,,,
SERVICIOS,Y,ESPACIOS,,,,,
96864,77.989.618-8,EDUCACIONALES,DVM,2025-07-24,,,
96865,96.886.110-7,EVERIS,CHILE,S.A,2025-07-24,,
96866,77.990.149-1,2025-07-24,,,,,
COMERCIALES,ADN,SPA,,,,,
96867,77.540.398-5,OBRAS,MENORES,PABLO,2025-07-24,,
96868,77.990.317-6,INCODEB,SPA,2025-07-24,,,
Garmendia,Macus,S.A.S.A.,,,,,
96869,96.889.950-3,2025-07-24,,,,,
