Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.385.845-4,SIMAX,TELECOMUNICACIONES,SPA,2025-07-24,,,
71634,77.347.471-0,NOVAHUS,SPA,2025-07-24,,,
CONSTRUCTORA,E,INVERSIONES,ALL,PROJECT,,,
71635,76.743.765-K,2025-07-24,,,,,
71636,77.360.135-6,CUATRO,INVERSIONES,SPA,2025-07-24,,
71637,77.943.232-7,MIX,VENTA,SPA,2025-07-24,,
THREE,CHEF,SERVICIOS,GASTRONÓMICOS,,,,
71638,77.385.901-9,2025-07-24,,,,,
CONSULTORES,GESTOR,CAPACITACION,,,,,
71639,77.644.220-8,2025-07-24,,,,,
71640,77.361.066-5,ARTESANÍAS,CORDILLERANAS,LIMITADA,2025-07-24,,
71641,77.943.443-5,SCHILLING,STORE,SPA,2025-07-24,,
71642,77.386.294-K,CONSULTORA,E,IMPORTADORA,SYNERGO,SPA,2025-07-24
71643,77.459.864-2,LOGROS,CHILE,CERTIFICACIONES,SPA,2025-07-24,
71644,76.743.860-5,Constanzo,Instalaciones,EIRL,2025-07-24,,
