Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76239,CENTRO,DE,IMAGENES,,,
76240,78.138.756-8,2025-07-24,,,,
BANQUETERIA,JR,SPA,,,,
76241,76.590.894-9,JVC,INGENIERIA,SPA,2025-07-24,
76242,76.968.701-7,AUDIT,GLOBAL,SPA,2025-07-24,
SOC,COMERCIAL,Y,DE,,,
76243,77.694.240-5,TRANSPORTES,PAOLITA,2025-07-24,,
76244,77.673.243-5,2025-07-24,,,,
PABLO,GAETE,CORNEJO,,,,
76245,78.139.152-2,2025-07-24,,,,
76246,77.078.097-7,"SERVICIOS,","RADIO,",2025-07-24,,
76247,76.968.814-5,TRAEGER,SPA,2025-07-24,,
76248,77.695.724-0,INGENIERÍA,VERDE,SPA,2025-07-24,
