Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
82277,JOMA,PRODUCCIONES,,,,
PUNTO,CORREDORES,DE,,,,
82278,77.892.459-5,2025-07-24,,,,
82279,77.933.657-3,BOBREY,GRABADOS,SPA,2025-07-24,
SABORES,BOSQUE,DE,,,,
82280,78.011.592-0,2025-07-24,,,,
82281,77.358.999-2,DESARROLLO,DE,2025-07-24,,
PERSONAS,VS,GROW,,,,
82282,77.934.341-3,CRIVA,SPA,2025-07-24,,
CREACIONES,MADE,BY,,,,
82283,77.889.754-7,2025-07-24,,,,
82284,77.359.886-K,INVERSIONES,MISE,AND,2025-07-24,
82285,77.934.451-7,IMPORTADORA,KPROMIN,2025-07-24,,
OVEGA,PROYECTOS,Y,,,,
82286,77.847.433-6,CONSTRUCCIÓN,2025-07-24,,,
82287,78.011.782-6,FFG,CONFECIONES,SPA,2025-07-24,
