Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.010.071-2,MAPASE,LIMITADA,2025-07-24,,,
63486,77.611.294-1,CVD,REMOLQUES,SPA,2025-07-24,
G,S,PROYECTOS,DE,,,
63487,79.777.250-K,2025-07-24,,,,
INGENIERIA,S,A,,,,
63488,77.087.206-5,SEGURIDAD,ACONCAGUA,2025-07-24,,
63489,77.612.043-K,2025-07-24,,,,
63490,76.682.264-9,COCTELERIA,IRIS,2025-07-24,,
MARLENNE,VIDAL,VENEG,,,,
63491,76.033.213-5,TRANSPORTES,2025-07-24,,,
63492,76.299.574-3,AXAM,COMERCIAL,SPA,2025-07-24,
TURISMO,Y,EVENTOS,,,,
63493,77.010.077-1,2025-07-24,,,,
SILVIA,ELVIRA,MARTINEZ,,,,
63494,77.031.289-2,2025-07-24,,,,
63495,76.033.717-K,EVENTOS,LUIS,ULLOA,Y,2025-07-24
