Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.411.637-0,ELABORACION,DE,OTROS,2025-07-24,
SERVICIOS,DE,LIMPIEZA,,,
66689,77.142.686-7,2025-07-24,,,
66690,77.208.723-3,B,BROTHERS,SPA,2025-07-24
66691,76.153.144-1,HOTEL,NERUDA,EXPRESS,2025-07-24
66692,77.132.059-7,2025-07-24,,,
66693,77.118.240-2,2025-07-24,,,
66694,76.460.521-7,Comtec,Global,2025-07-24,
SOCIEDAD,DE,AGENCIA,,,
DE,PUBLICIDAD,Y,,,
66695,77.227.368-1,2025-07-24,,,
PUNTO,EXACTO,Y,COMP,,
66696,77.208.888-4,JORGE,LUIS,TREJOS,2025-07-24
66697,76.460.619-1,2025-07-24,,,
