Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
HILDA,PEREIRA,"CASTRO,",,,,
103606,COMERC.AL,POR,MENOR,,,
103607,76.726.850-5,PREMIER,DIAMOND,2025-07-24,,
RIEGO,Y,ENERGIA,,,,
103608,76.727.807-1,2025-07-24,,,,
103609,76.729.503-0,RV,RUBBER,FLEX,SPA,2025-07-24
103610,76.730.037-9,2025-07-24,,,,
103611,76.730.385-8,2025-07-24,,,,
103612,76.730.456-0,SOFTEGRITY,SPA,2025-07-24,,
103613,76.730.465-K,2025-07-24,,,,
EDUARDO,QUINTANA,E.I.,,,,
OCTACON,INGENIERIA,Y,,,,
103614,76.730.473-0,2025-07-24,,,,
103615,76.730.800-0,2025-07-24,,,,
