Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
48948,Construccion,y,Servicios,Nuevo,,,
48949,77.800.826-2,HOTEL,Y,CABAÑAS,PULEGAN,SPA,2025-07-24
48950,77.948.731-8,NOVA,SURGY,SPA,2025-07-24,,
SERVICIOS,EN,SALUD,MENTAL,Y,,,
48951,76.730.104-9,2025-07-24,,,,,
CAPACITACIONES,P,Y,P,LIMITADA,,,
48952,76.445.419-7,PROINGEBAR,SPA,2025-07-24,,,
48953,77.948.733-4,DIANDAN,MOTORS,SPA,2025-07-24,,
48954,76.172.022-8,ROXANA,SONIA,2025-07-24,,,
PROYECTOS,Y,CONSTRUCCIONES,,,,,
48955,77.157.403-3,2025-07-24,,,,,
COMUNICACIONES,LESTER,ALEX,,,,,
48956,76.403.294-2,2025-07-24,,,,,
MAXWELL,NARVAEZ,E.I.R.L.,,,,,
48957,76.174.807-6,Plataforma,Áurea,2025-07-24,,,
48958,76.483.799-1,Reddo,Arquitectura,Limitada,2025-07-24,,
Comercializadora,e,Importadora,Fritz,,,,
48959,76.442.975-3,2025-07-24,,,,,
