Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.661.140-9,Marcelo,Eduardo,2025-07-24,,
105271,77.661.317-7,2025-07-24,,,
105272,77.661.496-3,2025-07-24,,,
105273,77.662.007-6,2025-07-24,,,
105274,77.662.274-5,ALKA,SPA,2025-07-24,
ANTES,DEL,PRESENTE,,,
105275,77.663.972-9,2025-07-24,,,
105276,77.664.323-8,FAB,CONSULTING,SPA,2025-07-24
105277,77.664.667-9,VISCANO´S,SPA,2025-07-24,
105278,77.665.059-5,ODONTOLOGICOS,LMV,2025-07-24,
105279,77.665.274-1,PAULINA,CT,SPA,2025-07-24
105280,77.666.691-2,COMERCIAL,ZODAYA,SPA,2025-07-24
