Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
AGENCIA,DCERO,SPA,2025-07-24,,,,
75156,MFG,CONTRUCCIONES,SPA,2025-07-24,,,
75157,SOCIEDAD,ROMERO,Y,MUNOZ,LTDA,2025-07-24,
78.093.720-,IMPORTACIONES,Y,EXPORTACIONES,NCS,AMERICAN,,
3,CORPORATION,CHILE,LTDA,,,,
75159,LEALARTE,PRODUCCIONES,SPA,2025-07-24,,,
75160,LANCASTER,SPA,2025-07-24,,,,
75161,CENTRO,MEDICO,VETERINARIO,SAN,MARTIN,LIMITADA,2025-07-24
75162,PCXSECURITY,SPA,2025-07-24,,,,
75163,SERVICIOS,INTEGRALES,MIARVIC,SPA,2025-07-24,,
76.911.004-,CONTRATISTA,SERVICIOS,MENSAJERIA,Y,TRANSPORTES,,
6,NEFTALI,CARBULLANCA,E.I.R.L.,,,,
75165,IMPRESOS,SR,SPA,2025-07-24,,,
75166,YSEV,SPA,2025-07-24,,,,
