Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
78.094.507-9,BOGA,SPA,2025-07-24,,
101249,78.094.556-7,2025-07-24,,,
D,L,INSUMOS,TEXTILES,,
101250,78.095.356-K,2025-07-24,,,
101251,78.095.434-5,NAKITHZA,CABEZAS,2025-07-24,
101252,78.095.594-5,2025-07-24,,,
PATRIMONIO,HUIRAL,SPA,,,
C,Y,P,PRODUCCIONES,,
101253,78.095.948-7,2025-07-24,,,
101254,78.096.655-6,ANTONIO,CEA,SALGADO,2025-07-24
OTROS,SERVICIOS,DE,,,
IVAN,LEIVA,DIETZ,,,
101255,78.097.676-4,2025-07-24,,,
EMPRESA,INDIVIDUAL,DE,,,
101256,78.097.867-8,COMERCIAL,ISAL,SPA,2025-07-24
SERVICIOS,DE,ASEO,Y,,
101257,78.099.218-2,2025-07-24,,,
