Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
70834,DISTRIBUIDORA,VINA,DEL,,,
70835,77.614.844-K,2025-07-24,,,,
70836,77.409.429-6,AGUAS,CDB,SPA,2025-07-24,
70837,77.344.102-2,HIGIENE,INTEGRAL,SPA,2025-07-24,
70838,76.705.348-7,PHIBONACCI,SPA,2025-07-24,,
70839,77.914.569-7,2025-07-24,,,,
70840,77.424.030-6,COMERCIALIZADORA,2025-07-24,,,
70841,76.902.567-7,2025-07-24,,,,
70842,77.316.264-6,URBAN,WEST,SPA,2025-07-24,
70843,77.466.313-4,FINE,ART,LAB,SPA,2025-07-24
70844,77.614.981-0,2025-07-24,,,,
70845,77.426.204-0,VIBE,HIGH,PRODUCER,SPA,2025-07-24
