Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
42423,CORTINAS,METÁLICAS,,,
42424,77.829.023-5,MEDIFIX,SPA,2025-07-24,
42425,76.206.192-9,Power,Energy,Ingeniería,2025-07-24
42426,77.801.718-0,2025-07-24,,,
42427,76.085.582-0,LORENZINI,PIZARRO,2025-07-24,
FONDO,HOSPITAL,DE,LA,,
42428,61.513.003-6,2025-07-24,,,
CARABINEROS,DE,CHILE,,,
SOCIEDAD,COMERCIAL,Y,,,
42429,76.214.605-3,DE,SERVICIOS,2025-07-24,
42430,76.206.564-9,2025-07-24,,,
42431,77.616.734-7,SOUTH,TRAVEL,SPA,2025-07-24
VENTA,E,IMPORTACION,,,
42432,76.944.536-6,DE,ARTICULOS,MEDICOS,2025-07-24
SERVICIO,DE,SALUD,DEL,,
42433,61.606.918-7,MAULE,-,HOSPITAL,2025-07-24
