Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
38639,77.696.163-9,MEDICOS,VETERINARIOS,2025-07-24,,,
VIDAL,Y,TORRES,,,,,
38640,77.673.969-3,2025-07-24,,,,,
38641,77.674.008-K,2025-07-24,,,,,
38642,77.469.279-7,2025-07-24,,,,,
38643,77.674.324-0,TRIBUTARIOS,Y,GESTION,2025-07-24,,
38644,77.471.270-4,La,Vaquita,2025-07-24,,,
38645,76.795.754-8,2025-07-24,,,,,
38646,77.674.405-0,CCH,INGENIERÍA,SPA,2025-07-24,,
38647,77.675.395-5,CHILE,MANGAS,SPA,2025-07-24,,
38648,77.697.438-2,2025-07-24,,,,,
38649,77.472.253-K,SOCIEDAD,F,Y,F,SPA,2025-07-24
