Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
101269,SOCIEDAD,Y,SERVICIOS,,,
101270,78.104.576-4,LORETO,ISABEL,2025-07-24,,
SEPULVEDA,ALARCON,E.I.,,,,
101271,78.105.850-5,ALIMENTACION,CLAUDIO,2025-07-24,,
ELGUETA,Y,ESPINOZA,,,,
101272,78.106.476-9,PRODUCCIONES,2025-07-24,,,
101273,78.106.724-5,2025-07-24,,,,
HTM,INGENIERÍA,Y,,,,
101274,78.106.773-3,SERVICIOS,GENERALES,2025-07-24,,
101275,78.107.159-5,2025-07-24,,,,
101276,78.107.411-K,GRUPO,ALBI,SPA,2025-07-24,
101277,78.108.312-7,2025-07-24,,,,
MANTENCIÓN,J&J,SPA,,,,
101278,78.108.435-2,2025-07-24,,,,
J,Y,C,SPA,,,
101279,78.108.898-6,2025-07-24,,,,
