Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.548.532-9,OS,ELEVADORES,SPA,2025-07-24,,,
SERVICIOS,Y,PRODUCTOS,,,,,
74973,77.057.663-6,2025-07-24,,,,,
74974,78.086.539-3,RENTA,CAR,LOS,LAGOS,SPA,2025-07-24
74975,77.591.635-4,PYRAMIS,SPA,2025-07-24,,,
74976,77.036.695-K,2025-07-24,,,,,
CERRAJERIA,LA,MOVIL,,,,,
74977,77.548.928-6,2025-07-24,,,,,
74978,77.513.889-0,2025-07-24,,,,,
SERVICIOS,GRÁFICOS,DARI,,,,,
74979,78.086.594-6,2025-07-24,,,,,
74980,77.625.072-4,GREENCHIP,SPA,2025-07-24,,,
SOCIEDAD,GATICA,URRUTIA,,,,,
74981,77.616.362-7,2025-07-24,,,,,
74982,77.548.976-6,SERVICAR,LYM,SPA,2025-07-24,,
74983,77.514.142-5,MBD,INVERSIONES,SPA,2025-07-24,,
