Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77449,SERVICIOS,INDUSTRIALES,,,,,
77450,77.614.563-7,CASA,DE,LA,IMPRESION,SPA,2025-07-24
77451,77.730.425-9,2025-07-24,,,,,
77452,77.108.831-7,Ibarra,arquitectos,SpA,2025-07-24,,
77453,77.653.516-8,KADDENA,SPA,2025-07-24,,,
77454,77.680.443-6,RFOITZICK,SPA,2025-07-24,,,
77455,77.108.883-K,PS,CREACIONES,SPA,2025-07-24,,
77456,77.653.052-2,2025-07-24,,,,,
77457,77.680.593-9,IDOMMO,SPA,2025-07-24,,,
77458,77.830.248-9,JOTABECHE,SPA,2025-07-24,,,
77459,77.653.270-3,2025-07-24,,,,,
77460,77.654.719-0,2025-07-24,,,,,
