Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
100091,SERVICIOS,VIALES,,,,,
SERVICIOS,DE,INGENIERIA,,,,,
100092,77.899.740-1,EN,CALEFACCION,OBRAS,2025-07-24,,
CIVILES,Y,REDES,LIMITADA,,,,
100093,77.901.094-5,2025-07-24,,,,,
100094,77.901.166-6,INCOSAL,SPA,2025-07-24,,,
LAYFAN,CHAU,TIN,,,,,
100095,77.901.281-6,2025-07-24,,,,,
100096,77.901.399-5,ABADA,SPA,2025-07-24,,,
100097,77.901.628-5,SURCONECTA,SPA,2025-07-24,,,
100098,77.901.723-0,INVERSIONES,C,Y,R,SPA,2025-07-24
SOCIEDAD,COMERCIAL,E,,,,,
100099,77.902.249-8,2025-07-24,,,,,
INVERSIONES,RAILEF,SPA,,,,,
100100,77.902.486-5,VERZUK,SPA,2025-07-24,,,
100101,77.903.009-1,MESAZIE,SPA,2025-07-24,,,
