Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.851.287-4,GAMELANG,SPA,2025-07-24,,,,
105706,77.852.762-6,MAULÉN,SPA,2025-07-24,,,
105707,77.853.140-2,2025-07-24,,,,,
105708,77.853.555-6,ACI,E.S.T.,SPA,2025-07-24,,
105709,77.853.809-1,FILMONKEY,STUDIOS,SPA,2025-07-24,,
105710,77.855.222-1,2025-07-24,,,,,
105711,77.855.705-3,2025-07-24,,,,,
105712,77.855.963-3,SOLUCIONES,SPA,2025-07-24,,,
105713,77.856.934-5,COMERCIAL,G,Y,T,SPA,2025-07-24
105714,77.858.441-7,INTEGRALES,PRIVADAS,2025-07-24,,,
MURÚA,INGENIERÍA,&,,,,,
105715,77.858.683-5,2025-07-24,,,,,
105716,77.858.797-1,2025-07-24,,,,,
