Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
69120,ingenieria,y,servicios,,,,
Claudio,Pinto,Rivera,E.I.R.,,,,
69121,76.836.403-6,MEGAGEN,CHILE,SPA,2025-07-24,,
69122,77.337.500-3,NEUMATICOS,DEL,SUR,2025-07-24,,
69123,77.247.139-4,CROCHETMARCE,SPA,2025-07-24,,,
69124,76.837.822-3,2025-07-24,,,,,
Y,SERVICIOS,SPA,,,,,
69125,77.366.516-8,ARTÍSTICAS,Y,2025-07-24,,,
69126,77.337.504-6,CONSTRUCTORA,GRUPO,2025-07-24,,,
3H,Y,SERVICIOS,SPA,,,,
69127,76.825.800-7,FLORES,LA,CLEMENCIA,2025-07-24,,
69128,76.837.942-4,INTRA,CONSULTING,SPA,2025-07-24,,
69129,77.367.131-1,COMERCIAL,S,Y,S,SPA,2025-07-24
69130,77.339.562-4,SERVICIOS,EL,PIPE,SPA,2025-07-24,
